,Unnamed: 0,UDI,Machine_Id,Machine_type,Air_Temp_K,Process_Temp_K, Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure,Tool_Wear_Failure,Heat_Dissipation_Failure,Power_Failure,Overstrain_Failure,Random_Failure,temperature_diff,Total_failure_count,Torque_Category,RPM_type,Tool_Wear_type,High_Risk_flag
2398,2398,2399,L49578,L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,9.300000000000011,0,Medium,Medium,High,No
2399,2399,2400,M17259,M,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,9.300000000000011,0,Medium,Medium,High,No
2400,2400,2401,H31814,H,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,9.400000000000034,0,High,Medium,High,No
2401,2401,2402,M17261,M,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,9.400000000000034,0,High,Medium,High,No
2402,2402,2403,L49582,L,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,9.5,0,High,Medium,High,No
2403,2403,2404,H31817,H,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,9.5,0,High,Medium,High,No
2404,2404,2405,M17264,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,9.599999999999966,0,Low,High,High,No
2405,2405,2406,L49585,L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,9.599999999999966,0,Medium,Medium,High,No
2406,2406,2407,L49586,L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,9.5,0,Medium,Medium,High,No
2407,2407,2408,M17267,M,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,9.5,0,High,Medium,High,No
2408,2408,2409,L49588,L,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,9.399999999999977,0,High,Medium,High,No
2409,2409,2410,L49589,L,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,9.399999999999977,0,High,Medium,High,No
2410,2410,2411,L49590,L,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,9.399999999999977,0,Medium,High,High,No
2411,2411,2412,L49591,L,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,9.5,0,Medium,Medium,High,No
2412,2412,2413,L49592,L,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,9.5,0,High,Medium,High,No
2413,2413,2414,L49593,L,299.0,308.5,1886,23.0,198,0,0,0,0,0,0,9.5,0,Low,High,High,No
2414,2414,2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,9.399999999999977,0,Medium,Medium,Low,No
2415,2415,2416,M17275,M,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,9.399999999999977,0,Medium,Medium,Low,No
2416,2416,2417,L49596,L,299.0,308.4,1571,38.6,5,0,0,0,0,0,0,9.399999999999977,0,Medium,Medium,Low,No
2417,2417,2418,L49597,L,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,9.400000000000034,0,Medium,Medium,Low,No
2418,2418,2419,L49598,L,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,9.400000000000034,0,Medium,High,Low,No
2419,2419,2420,M17279,M,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,9.300000000000011,0,High,Medium,Low,No
2420,2420,2421,H31834,H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,9.399999999999977,0,Medium,Medium,Low,No
2421,2421,2422,L49601,L,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,9.300000000000011,0,Low,High,Low,No
2422,2422,2423,L49602,L,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,9.399999999999977,0,High,Medium,Low,No
2423,2423,2424,M17283,M,298.9,308.2,2022,20.0,23,0,0,0,0,0,0,9.300000000000011,0,Low,High,Low,No
2424,2424,2425,L49604,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,9.300000000000011,0,Low,High,Low,No
2425,2425,2426,L49605,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,9.300000000000011,0,High,Medium,Low,No
2426,2426,2427,M17286,M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,9.300000000000011,1,High,Medium,Low,No
2427,2427,2428,L49607,L,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,9.400000000000034,0,Low,High,Low,No
2428,2428,2429,M17288,M,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,9.300000000000011,0,High,Medium,Low,No
2429,2429,2430,L49609,L,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,9.400000000000034,0,High,Medium,Low,No
2430,2430,2431,M17290,M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,9.300000000000011,0,High,Medium,Low,No
2431,2431,2432,M17291,M,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,9.300000000000011,0,High,Medium,Low,No
2432,2432,2433,L49612,L,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,9.300000000000011,0,Medium,Medium,Low,No
2433,2433,2434,L49613,L,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,9.300000000000011,0,Medium,Medium,Low,No
2434,2434,2435,M17294,M,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,9.199999999999989,0,Medium,Medium,Low,No
2435,2435,2436,L49615,L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,9.300000000000011,0,Medium,High,Low,No
2436,2436,2437,H31850,H,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,9.199999999999989,0,Medium,High,Low,No
2437,2437,2438,L49617,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,9.199999999999989,0,Medium,Medium,Low,No
2438,2438,2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,9.299999999999955,0,High,Medium,Low,No
2439,2439,2440,L49619,L,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,9.299999999999955,0,Medium,High,Low,No
2440,2440,2441,L49620,L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,9.299999999999955,0,High,Medium,Low,No
2441,2441,2442,L49621,L,299.1,308.5,1676,31.0,69,0,0,0,0,0,0,9.399999999999977,0,Medium,High,Low,No
2442,2442,2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,9.299999999999955,0,High,Medium,Low,No
2443,2443,2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,9.399999999999977,0,Medium,Medium,Low,No
2444,2444,2445,L49624,L,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,9.400000000000034,1,High,Medium,Low,No
2445,2445,2446,H31859,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,9.5,0,High,Medium,Low,No
2446,2446,2447,L49626,L,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,9.300000000000011,0,High,Medium,Medium,No
2447,2447,2448,L49627,L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,9.399999999999977,0,High,Medium,Medium,No
2448,2448,2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,9.5,0,Medium,Medium,Medium,No
2449,2449,2450,L49629,L,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,9.5,0,High,High,Medium,No
2450,2450,2451,L49630,L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,9.5,0,Medium,Medium,Medium,No
2451,2451,2452,L49631,L,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,9.5,0,Medium,Medium,Medium,No
2452,2452,2453,M17312,M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,9.5,0,Low,High,Medium,No
2453,2453,2454,L49633,L,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,Medium,No
2454,2454,2455,L49634,L,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,9.600000000000023,0,Medium,High,Medium,No
2455,2455,2456,L49635,L,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,9.600000000000023,0,Low,High,Medium,No
2456,2456,2457,L49636,L,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,9.5,0,Medium,Medium,Medium,No
2457,2457,2458,L49637,L,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,9.600000000000023,0,Medium,High,Medium,No
2458,2458,2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,9.600000000000023,0,High,Medium,Medium,No
2459,2459,2460,L49639,L,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,9.600000000000023,0,High,Medium,Medium,No
2460,2460,2461,L49640,L,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,9.600000000000023,0,High,Medium,Medium,No
2461,2461,2462,M17321,M,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,9.700000000000045,0,Medium,Medium,Medium,No
2462,2462,2463,L49642,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,9.600000000000023,0,Medium,High,Medium,No
2463,2463,2464,L49643,L,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,Medium,No
2464,2464,2465,M17324,M,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,Medium,No
2465,2465,2466,L49645,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,9.700000000000045,0,Medium,Medium,Medium,No
2466,2466,2467,L49646,L,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,Medium,No
2467,2467,2468,M17327,M,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,9.700000000000045,0,Medium,Medium,Medium,No
2468,2468,2469,M17328,M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,9.700000000000045,0,Medium,Medium,High,No
2469,2469,2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2470,2470,2471,L49650,L,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,High,No
2471,2471,2472,L49651,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,9.5,0,High,Medium,High,No
2472,2472,2473,L49652,L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,9.600000000000023,0,High,Medium,High,No
2473,2473,2474,M17333,M,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,High,No
2474,2474,2475,L49654,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,High,No
2475,2475,2476,L49655,L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,9.600000000000023,0,Medium,Medium,High,No
2476,2476,2477,H31890,H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,9.5,0,Medium,Medium,High,No
2477,2477,2478,L49657,L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,9.600000000000023,0,High,Medium,High,No
2478,2478,2479,M17338,M,298.9,308.5,1456,50.0,156,0,0,0,0,0,0,9.600000000000023,0,High,Medium,High,No
2479,2479,2480,L49659,L,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,9.5,0,Medium,Medium,High,No
2480,2480,2481,L49660,L,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,9.600000000000023,0,Medium,High,High,No
2481,2481,2482,L49661,L,299.0,308.6,1378,47.8,163,0,0,0,0,0,0,9.600000000000023,0,High,Medium,High,No
2482,2482,2483,L49662,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2483,2483,2484,M17343,M,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,9.800000000000011,0,High,Medium,High,No
2484,2484,2485,H31898,H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2485,2485,2486,L49665,L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2486,2486,2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,9.800000000000011,0,Medium,High,High,No
2487,2487,2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,9.700000000000045,0,Medium,Medium,High,No
2488,2488,2489,L49668,L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,9.800000000000011,0,High,Medium,High,No
2489,2489,2490,H31903,H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2490,2490,2491,H31904,H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,9.699999999999989,0,High,Medium,High,No
2491,2491,2492,L49671,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,9.799999999999955,0,Medium,Medium,High,No
2492,2492,2493,H31906,H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,9.800000000000011,0,High,Medium,High,No
2493,2493,2494,M17353,M,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,9.800000000000011,0,High,Medium,High,No
2494,2494,2495,L49674,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,9.699999999999989,1,High,Medium,High,No
2495,2495,2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2496,2496,2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2497,2497,2498,M17357,M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2498,2498,2499,L49678,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,9.799999999999955,0,High,Medium,High,No
2499,2499,2500,M17359,M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,9.799999999999955,0,High,Medium,High,No
2500,2500,2501,L49680,L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,9.799999999999955,0,Medium,Medium,High,No
2501,2501,2502,M17361,M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,9.799999999999955,0,Medium,Medium,High,No
2502,2502,2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,9.800000000000011,1,High,Medium,High,No
2503,2503,2504,L49683,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,9.800000000000011,0,High,Medium,Low,No
2504,2504,2505,L49684,L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,9.900000000000034,0,High,Medium,Low,No
2505,2505,2506,L49685,L,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,9.900000000000034,0,High,Medium,Low,No
2506,2506,2507,M17366,M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,9.900000000000034,0,Medium,Medium,Low,No
2507,2507,2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,9.900000000000034,0,High,Medium,Low,No
2508,2508,2509,L49688,L,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Low,No
2509,2509,2510,L49689,L,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Low,No
2510,2510,2511,L49690,L,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,9.899999999999977,0,High,Medium,Low,No
2511,2511,2512,M17371,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Low,No
2512,2512,2513,L49692,L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,9.900000000000034,0,Medium,Medium,Low,No
2513,2513,2514,L49693,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2514,2514,2515,L49694,L,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,9.700000000000045,0,Low,High,Low,No
2515,2515,2516,L49695,L,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2516,2516,2517,L49696,L,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,9.699999999999989,0,Medium,High,Low,No
2517,2517,2518,L49697,L,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2518,2518,2519,M17378,M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,9.700000000000045,0,High,Medium,Low,No
2519,2519,2520,L49699,L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2520,2520,2521,L49700,L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2521,2521,2522,L49701,L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2522,2522,2523,M17382,M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Low,No
2523,2523,2524,L49703,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Low,No
2524,2524,2525,M17384,M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,9.899999999999977,0,High,Medium,Low,No
2525,2525,2526,M17385,M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2526,2526,2527,L49706,L,298.8,308.6,1501,35.0,55,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2527,2527,2528,L49707,L,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,9.699999999999989,0,High,Medium,Low,No
2528,2528,2529,L49708,L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,9.800000000000011,0,High,High,Low,No
2529,2529,2530,M17389,M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2530,2530,2531,L49710,L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,9.800000000000011,0,High,Medium,Low,No
2531,2531,2532,M17391,M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2532,2532,2533,L49712,L,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2533,2533,2534,L49713,L,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Low,No
2534,2534,2535,L49714,L,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,9.800000000000011,0,Medium,High,Low,No
2535,2535,2536,L49715,L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2536,2536,2537,L49716,L,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,9.900000000000034,0,High,Medium,Low,No
2537,2537,2538,H31951,H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,9.800000000000011,0,High,Medium,Low,No
2538,2538,2539,L49718,L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,9.699999999999989,0,High,Medium,Medium,No
2539,2539,2540,L49719,L,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Medium,No
2540,2540,2541,L49720,L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Medium,No
2541,2541,2542,H31955,H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Medium,No
2542,2542,2543,H31956,H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,9.699999999999989,0,Medium,High,Medium,No
2543,2543,2544,L49723,L,299.3,309.0,1786,23.5,100,0,0,0,0,0,0,9.699999999999989,0,Low,High,Medium,No
2544,2544,2545,L49724,L,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,9.800000000000011,0,Low,High,Medium,No
2545,2545,2546,M17405,M,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Medium,No
2546,2546,2547,L49726,L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,9.900000000000034,0,Medium,Medium,Medium,No
2547,2547,2548,L49727,L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,9.900000000000034,0,Medium,Medium,Medium,No
2548,2548,2549,M17408,M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Medium,No
2549,2549,2550,L49729,L,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Medium,No
2550,2550,2551,L49730,L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,9.900000000000034,0,High,Medium,Medium,No
2551,2551,2552,L49731,L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Medium,No
2552,2552,2553,H31966,H,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Medium,No
2553,2553,2554,L49733,L,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Medium,No
2554,2554,2555,L49734,L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Medium,No
2555,2555,2556,L49735,L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,Medium,No
2556,2556,2557,M17416,M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,9.800000000000011,0,High,Medium,High,No
2557,2557,2558,M17417,M,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,9.700000000000045,0,High,Medium,High,No
2558,2558,2559,M17418,M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,9.800000000000011,0,Low,High,High,No
2559,2559,2560,L49739,L,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,9.699999999999989,1,High,Medium,High,No
2560,2560,2561,M17420,M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,9.700000000000045,0,High,Medium,High,No
2561,2561,2562,L49741,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2562,2562,2563,L49742,L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2563,2563,2564,L49743,L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2564,2564,2565,L49744,L,299.3,309.1,1493,38.0,151,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2565,2565,2566,L49745,L,299.4,309.1,1304,50.5,153,0,0,0,0,0,0,9.700000000000045,0,High,Medium,High,No
2566,2566,2567,M17426,M,299.3,309.0,1420,41.6,155,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2567,2567,2568,L49747,L,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,9.700000000000045,0,Low,High,High,No
2568,2568,2569,L49748,L,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,9.599999999999966,0,Medium,Medium,High,No
2569,2569,2570,H31983,H,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,9.699999999999989,0,Low,High,High,No
2570,2570,2571,L49750,L,299.6,309.2,1713,26.5,167,0,0,0,0,0,0,9.599999999999966,0,Medium,High,High,No
2571,2571,2572,M17431,M,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2572,2572,2573,M17432,M,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,9.700000000000045,0,Medium,Medium,High,No
2573,2573,2574,L49753,L,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2574,2574,2575,L49754,L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,9.800000000000011,0,Low,High,High,No
2575,2575,2576,L49755,L,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,9.800000000000011,0,High,Medium,High,No
2576,2576,2577,L49756,L,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2577,2577,2578,L49757,L,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,9.899999999999977,0,Medium,Medium,High,No
2578,2578,2579,L49758,L,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,9.900000000000034,0,High,Medium,High,No
2579,2579,2580,L49759,L,299.3,309.1,1795,24.7,187,0,0,0,0,0,0,9.800000000000011,0,Low,High,High,No
2580,2580,2581,L49760,L,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,9.800000000000011,0,High,Medium,High,No
2581,2581,2582,L49761,L,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,9.900000000000034,1,High,Medium,High,No
2582,2582,2583,L49762,L,299.2,309.0,1615,33.7,193,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,High,No
2583,2583,2584,L49763,L,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,9.699999999999989,0,High,Medium,High,No
2584,2584,2585,L49764,L,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,9.699999999999989,0,High,Medium,High,No
2585,2585,2586,M17445,M,299.0,308.7,1620,35.4,199,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2586,2586,2587,L49766,L,299.0,308.7,1537,42.8,202,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,High,No
2587,2587,2588,L49767,L,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,9.699999999999989,0,Low,High,High,No
2588,2588,2589,L49768,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,9.699999999999989,0,Medium,High,High,No
2589,2589,2590,L49769,L,299.0,308.7,2250,16.6,208,0,0,0,0,0,0,9.699999999999989,0,Low,High,High,No
2590,2590,2591,L49770,L,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,9.699999999999989,0,High,Medium,Low,No
2591,2591,2592,L49771,L,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,9.700000000000045,0,High,Medium,Low,No
2592,2592,2593,L49772,L,298.9,308.6,1539,45.4,4,0,0,0,0,0,0,9.700000000000045,0,High,Medium,Low,No
2593,2593,2594,H32007,H,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,9.600000000000023,0,High,Medium,Low,No
2594,2594,2595,L49774,L,298.8,308.5,1446,37.0,11,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2595,2595,2596,M17455,M,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2596,2596,2597,L49776,L,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2597,2597,2598,L49777,L,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2598,2598,2599,L49778,L,299.1,308.8,1320,67.5,20,1,0,0,1,0,0,9.699999999999989,1,High,Medium,Low,No
2599,2599,2600,M17459,M,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,9.699999999999989,0,Medium,Medium,Low,No
2600,2600,2601,L49780,L,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,9.699999999999989,0,High,Medium,Low,No
2601,2601,2602,L49781,L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,9.800000000000011,0,High,Medium,Low,No
2602,2602,2603,L49782,L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2603,2603,2604,M17463,M,299.3,309.2,1334,46.3,31,0,0,0,0,0,0,9.899999999999977,0,High,Medium,Low,No
2604,2604,2605,M17464,M,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,9.800000000000011,0,High,Medium,Low,No
2605,2605,2606,L49785,L,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
2606,2606,2607,H32020,H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,9.900000000000034,0,Medium,Medium,Low,No
2607,2607,2608,L49787,L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,9.900000000000034,0,High,Medium,Low,No
2608,2608,2609,L49788,L,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,9.800000000000011,0,Medium,Medium,Low,No
